43822,0
43823,0
43824,0
43825,0
43826,0
43827,0
43828,0
43829,0
43830,0
43831,0
43832,0
43833,0
43834,0
43835,0
43836,0
43837,0
43838,0
43839,0
43840,0
43841,0
43842,0
43843,0
43844,0
43845,0
43846,0
43847,0
43848,0
43849,0
43850,0
43851,0
43852,0
43853,0
43854,0
43855,0
43856,0
43857,0
43858,0
43859,0
43860,0
43861,0
43862,0
43863,0
43864,0
43865,0
43866,0
43867,0
43868,0
43869,0
43870,0
43871,0
43872,0
43873,0
43874,0
43875,0
43876,0
43877,0
43878,0
43879,0
43880,0
43881,0
43882,0
43883,0
43884,1
43885,5
43886,6
43887,6
43888,6
43889,6
43890,8
43891,8
43892,10
43893,12
43894,12
43895,12
43896,12
43897,12
43898,12
43899,12
43900,17
43901,18
43902,19
43903,19
43904,19
43905,23
43906,24
43907,24
43908,24
43909,25
43910,26
43911,28
43912,30
43913,32
43914,33
43915,36
43916,36
43917,36
43918,37
43919,39
43920,41
43921,42
43922,43
43923,47
43924,51
43925,54
43926,54
43927,56
43928,58
43929,62
43930,63
43931,72
43932,81
43933,88
43934,90
43935,100
43936,100
43937,108
43938,118
43939,124
43940,130
43941,135
43942,148
43943,151
43944,156
43945,160
43946,171
43947,191
43948,192
43949,204
43950,211
43951,216
43952,227
43953,237
43954,239
43955,241
43956,248
43957,259
43958,264
43959,271
43960,282
43961,295
43962,315
43963,323
43964,334
43965,361
43966,369
43967,371
43968,377
43969,404
43970,415
43971,435
43972,438
43973,447
43974,458
43975,474
43976,480
43977,493
43978,500
43979,505
43980,528
43981,538
43982,554
43983,562
43984,570
43985,584
43986,601
43987,620
43988,623
43989,656
43990,663
43991,670
43992,691
43993,708
43994,736
43995,749
43996,764
43997,785
43998,797
43999,822
44000,850
44001,862
44002,872
44003,885
44004,905
44005,918
44006,939
44007,953
44008,971
44009,988
44010,995
44011,1006
44012,1029
44013,1042
44014,1064
44015,1078
44016,1086
44017,1086
44018,1109
44019,1126
44020,1145
44021,1175
44022,1186
44023,1200
44024,1224
44025,1229
44026,1235
44027,1245
44028,1252
44029,1258
44030,1276
44031,1281
44032,1293
44033,1304
44034,1316
44035,1318
44036,1337
44037,1343
44038,1357
44039,1365
44040,1375
44041,1391
44042,1424
44043,1429
44044,1440
44045,1442
44046,1454
44047,1462
44048,1474
44049,1477
44050,1488
44051,1494
44052,1505
44053,1526
44054,1530
44055,1543
44056,1551
44057,1567
44058,1586
44059,1601
44060,1614
44061,1650
44062,1659
44063,1675
44064,1676
44065,1697
44066,1697
44067,1711
44068,1736
44069,1750
44070,1758
44071,1770
44072,1776
44073,1785
44074,1792
44075,1799
44076,1812
44077,1821
44078,1824
44079,1832
44080,1843
44081,1847
44082,1875
44083,1894
44084,1901
44085,1907
44086,1921
44087,1925
44088,1946
44089,1958
44090,1971
44091,1985
44092,1995
44093,2006
44094,2018
44095,2021
44096,2027
44097,2040
44098,2055
44099,2070
44100,2079
44101,2098
44102,2120
44103,2134
44104,2154
44105,2168
44106,2182
44107,2195
44108,2210
44109,2229
44110,2244
44111,2257
44112,2286
44113,2307
44114,2328
44115,2328
44116,2351
44117,2385
44118,2417
44119,2435
44120,2456
44121,2481
44122,2506
44123,2529
44124,2554
44125,2580
44126,2597
44127,2617
44128,2634
44129,2661
44130,2686
44131,2704
44132,2716
44133,2735
44134,2751
44135,2780
44136,2818
44137,2873
44138,2893
44139,2945
44140,2979
44141,3005
44142,3043
44143,3087
44144,3117
44145,3186
44146,3233
44147,3258
44148,3300
44149,3329
44150,3426
44151,3510
44152,3570
44153,3647
44154,3698
44155,3741
44156,3780
44157,3841
44158,3889
44159,3942
44160,3990
44161,3999
44162,4029
44163,4065
44164,4105
44165,4164
44166,4190
44167,4239
44168,4268
44169,4305
44170,4336
44171,4546
44172,4645
44173,4705
44174,4770
44175,4847
44176,4879
44177,4902
44178,4970
44179,4998
44180,5075
44181,5103
44182,5154
44183,5184
44184,5198
44185,5227
44186,5257
44187,5270
44188,5327
44189,5358
44190,5376
44191,5407
44192,5440
44193,5499
44194,5554
44195,5596
44196,5596
44197,5669
44198,5683
44199,5723
44200,5753
44201,5811
44202,5824
44203,5856
44204,5869
44205,5881
44206,5910
44207,5930
44208,5970
44209,5984
44210,6002
44211,6023
44212,6024
44213,6038
44214,6050
44215,6071
44216,6079
44217,6092
44218,6117
44219,6121
44220,6143
44221,6172
44222,6203
44223,6228
44224,6248
44225,6264
44226,6270
44227,6303
44228,6313
44229,6324
44230,6333
44231,6344
44232,6347
44233,6364
44234,6371
44235,6400
44236,6409
44237,6409
44238,6416
44239,6426
44240,6471
44241,6474
44242,6483
44243,6495
44244,6498
44245,6510
44246,6513
44247,6517
44248,6525
44249,6533
44250,6540
44251,6543
44252,6562
44253,6570
44254,6577
44255,6580
44256,6589
44257,6595
44258,6606
44259,6617
44260,6619
44261,6620
44262,6644
44263,6675
44264,6702
44265,6710
44266,6715
44267,6723
44268,6727
44269,6734
44270,6740
44271,6748
44272,6750
44273,6760
44274,6763
44275,6763
44276,6773
44277,6793
44278,6819
44279,6835
44280,6876
44281,6879
44282,6882
44283,6889
44284,6890
44285,6897
44286,6904
44287,6907
44288,6909
44289,6910
44290,6910
44291,6914
44292,6914
44293,6918
44294,6918
44295,6920
44296,6920
44297,6926
44298,6928
44299,6938
44300,6971
44301,7001
44302,7005
44303,7010
44304,7015
44305,7017
44306,7049
44307,7106
44308,7113
44309,7118
44310,7118
44311,7126
44312,7135
44313,7141
44314,7142
44315,7142
